Wall time,Step,Value
1710883426.5575852,3910,15930.8671875
1710883436.139023,3920,14111.1044921875
1710883445.3824687,3928,14073.9921875
1710883454.291646,3935,15890.44140625
1710883455.7124522,3939,16248.6064453125
1710883465.8726707,3950,15370.4091796875
1710883474.0303986,3956,16718.400390625
1710883482.443579,3962,13812.7197265625
1710883501.7377822,3980,13876.3701171875
1710883503.1484942,3984,17408.8046875
1710883513.0914183,3995,13355.626953125
1710883521.1145484,4000,17909.4296875
1710883528.7848759,4005,15030.73046875
1710883530.4010077,4009,13971.14453125
1710883530.71987,4010,17971.677734375
1710883540.7928345,4021,17959.841796875
1710883541.0990057,4022,16261.97265625
1710883557.5144002,4033,14893.9580078125
1710883558.3129873,4035,15296.51171875
1710883558.678844,4036,17696.708984375
1710883567.6290164,4043,15247.734375
1710883568.7544532,4046,14153.1142578125
1710883569.0909116,4047,14916.318359375
1710883569.4120202,4048,13936.3486328125
1710883598.3295977,4076,15700.400390625
1710883616.3630478,4093,14546.7958984375
1710883624.4232898,4098,17175.68359375
1710883624.8179893,4099,14465.625
1710883625.4522102,4101,13990.138671875
1710883634.5800955,4109,15474.255859375
1710883698.411536,4167,18217.21875
1710883709.94126,4181,14488.1962890625
1710883710.2633433,4182,16736.919921875
1710883720.1672611,4193,13767.294921875
1710883726.5801601,4194,13836.6337890625
1710883727.4213772,4196,17373.30078125
1710883728.1971316,4198,17424.841796875
1710883729.1223316,4201,14638.2666015625
1710883729.4478626,4202,17238.73828125
1710883736.1950421,4204,13354.15625
1710883756.8430016,4227,13211.4287109375
1710883764.910967,4232,14249.94140625
1710883765.9918184,4235,16010.326171875
1710883766.938334,4238,15901.1728515625
1710883775.0956554,4243,15276.30859375
1710883785.1673026,4254,13274.73828125
1710883794.5391307,4263,14248.076171875
1710883801.7043426,4266,13808.17578125
1710883802.1944036,4267,15534.6435546875
1710883814.1103332,4276,14185.68359375
1710883816.228371,4282,16404.25
1710883835.7404606,4298,14421.88671875
1710883843.850971,4304,19937.0234375
1710883845.3689864,4308,16879.603515625
1710883854.8974192,4317,12989.005859375
1710883855.520176,4319,14423.9130859375
1710883864.8169062,4328,14331.912109375
1710883872.5696757,4332,14092.818359375
1710883880.719338,4338,13962.3193359375
1710883882.6257596,4343,13636.140625
1710883890.9873674,4349,17030.615234375
1710883900.1553812,4358,13869.90234375
1710883908.713302,4365,14739.173828125
1710883910.369781,4369,13704.513671875
1710883919.7088892,4378,14746.41796875
1710883937.4393585,4393,13817.6904296875
1710883939.8370957,4400,13976.23828125
1710883948.3303618,4406,15114.01953125
1710883955.7708323,4410,13667.48046875
1710883956.2731416,4411,16235.26953125
1710883975.144826,4430,17520.685546875
1710883975.5391657,4431,17339.59765625
1710883976.249739,4433,16518.123046875
1710883984.3993223,4439,14796.6015625
1710883985.5531435,4442,15054.4150390625
1710884013.8429117,4469,16476.791015625
1710884022.424204,4475,13372.1328125
1710884023.8348067,4479,17988.6484375
1710884030.9523869,4482,16804.076171875
1710884033.886545,4490,12599.8828125
1710884040.8941274,4492,18196.5859375
1710884058.921205,4509,15905.2734375
1710884059.3664055,4510,15822.6171875
1710884078.481796,4529,12649.96484375
1710884078.8719385,4530,15255.2431640625
1710884079.888232,4533,13983.818359375
1710884088.5652318,4540,13685.13671875
1710884089.1607213,4542,13984.8896484375
1710884098.6858933,4550,12375.2529296875
1710884099.316375,4552,13119.0859375
1710884099.6333463,4553,20381.484375
1710884116.6940827,4566,17287.265625
1710884117.3982518,4568,13263.107421875
1710884126.7549453,4578,14521.93359375
1710884133.7835615,4581,15275.4345703125
1710884144.2477894,4592,17185.158203125
1710884145.4279907,4595,18303.767578125
1710884146.0678098,4597,16304.775390625
1710884153.0287948,4599,13855.791015625
1710884163.6394217,4611,17274.576171875
1710884181.7698057,4628,18566.56640625
1710884193.1774151,4643,15882.5908203125
1710884201.6302745,4649,13894.515625
1710884210.301962,4656,16660.921875
1710884219.2176654,4664,14701.27734375
1710884220.7277043,4668,13144.66796875
1710884229.5169506,4675,14900.3984375
1710884229.838011,4676,13635.5458984375
1710884230.155439,4677,14441.521484375
