Wall time,Step,Value
1710869387.1532242,18,1.1604650020599365
1710869404.546895,42,0.9610705375671387
1710869415.8341837,45,1.0127357244491577
1710869419.7948163,56,0.8884965777397156
1710869433.375284,71,0.7452064752578735
1710869434.37839,74,0.7852942943572998
1710869458.1780407,94,0.6931713819503784
1710869513.1528118,155,0.6234486103057861
1710869514.2425425,158,0.6559538841247559
1710869525.6648917,167,0.6366828680038452
1710869539.8067002,183,0.6553778648376465
1710869580.6723368,229,0.5674327611923218
1710869582.5772328,234,0.508811891078949
1710869606.5969303,255,0.5416596531867981
1710869608.4115403,260,0.5506680011749268
1710869610.829058,267,0.5200167894363403
1710869621.189793,273,0.5246468186378479
1710869649.938293,308,0.6352130174636841
1710869650.6581554,310,0.466826856136322
1710869661.6633866,318,0.5795371532440186
1710869677.5024035,339,0.5902166962623596
1710869688.199008,347,0.5130097270011902
1710869703.5278106,367,0.5005171298980713
1710869755.3682637,421,0.4979344308376312
1710869755.7338789,422,0.45780813694000244
1710869771.0139663,442,0.5390360355377197
1710869772.1605623,445,0.49800905585289
1710869785.571101,460,0.5094020962715149
1710869786.5345807,463,0.5175484418869019
1710869786.8527207,464,0.4878629148006439
1710869799.0511801,474,0.6287293434143066
1710869814.069061,493,0.5659355521202087
1710869838.1889083,514,0.5227400064468384
1710869854.278222,536,0.44266313314437866
1710869880.448125,563,0.6693969964981079
1710869894.6631038,579,0.4458298087120056
1710869905.4264176,586,0.587458610534668
1710869905.7995672,587,0.486851304769516
1710869934.1112359,620,0.44290608167648315
1710869947.2346942,634,0.4545130729675293
1710869949.672573,641,0.5539051294326782
1710869949.994973,642,0.46690982580184937
1710869950.5729122,644,0.48461732268333435
1710869959.652589,647,0.4378349184989929
1710869960.3671608,649,0.41944369673728943
1710869972.6307075,661,0.45129430294036865
1710869976.201789,671,0.5929363965988159
1710870015.6107428,714,0.40061408281326294
1710870026.3910656,722,0.43484562635421753
1710870029.463746,730,0.5154521465301514
1710870053.1953087,752,0.4372512102127075
1710870054.602389,756,0.41845250129699707
1710870065.9788067,765,0.4401876926422119
1710870067.4074554,769,0.3657864034175873
1710870068.1118274,771,0.3756157159805298
1710870081.4927986,785,0.372913658618927
1710870082.2537265,787,0.4473990797996521
1710870084.0772376,792,0.4333110749721527
1710870084.7333755,794,0.39605712890625
1710870094.207046,798,0.5178894400596619
1710870095.6537893,802,0.4516085088253021
1710870097.6902256,808,0.40700563788414
1710870098.008543,809,0.37225890159606934
1710870122.283836,832,0.3736012876033783
1710870123.6985185,836,0.3994367718696594
1710870151.5780053,869,0.3937750458717346
1710870164.1592028,882,0.3801088333129883
1710870189.0784588,907,0.43857142329216003
1710870189.7729602,909,0.40736663341522217
1710870201.1541772,917,0.3840910792350769
1710870217.8382397,942,0.49702101945877075
1710870227.3135717,945,0.3514009416103363
1710870230.4941468,954,0.35074329376220703
1710870241.8243802,962,0.4123019576072693
1710870244.9490316,971,0.34949201345443726
1710870245.2795215,972,0.36626172065734863
1710870255.291237,978,0.34894174337387085
1710870255.6550999,979,0.3807363212108612
1710870257.5341344,984,0.3499947190284729
1710870272.1387131,1002,0.36591848731040955
1710870281.251128,1005,0.36905035376548767
1710870284.415717,1014,0.3440700173377991
1710870329.3234015,1063,0.3708209991455078
1710870338.5001678,1066,0.39401984214782715
1710870339.2189498,1068,0.36150550842285156
1710870340.6521049,1072,0.44566044211387634
1710870342.6955974,1078,0.3329625725746155
1710870352.479219,1083,0.3353825509548187
1710870355.9068825,1093,0.3716183602809906
1710870366.1845345,1099,0.33183106780052185
1710870368.1575506,1104,0.31877970695495605
1710870379.623556,1114,0.38798069953918457
1710870418.4366186,1156,0.34916502237319946
1710870419.9141898,1160,0.3584563732147217
1710870420.2637582,1161,0.3392939269542694
1710870420.6221538,1162,0.35534995794296265
1710870434.8024795,1180,0.3429957628250122
1710870447.194381,1193,0.4229918122291565
1710870459.560089,1206,0.3224285840988159
1710870488.6083205,1244,0.3431335389614105
1710870501.3230405,1258,0.3836333155632019
1710870510.165836,1261,0.3323143720626831
1710870525.3735626,1281,0.3542494773864746
1710870527.4460423,1287,0.3506237864494324
1710870537.8748748,1294,0.34342271089553833
1710870553.5789118,1316,0.3208821415901184
1710870554.5182478,1319,0.2911013960838318
1710870566.3435063,1330,0.3214641809463501
1710870567.3273783,1333,0.3627583980560303
1710870576.195431,1336,0.3190867304801941
1710870576.543186,1337,0.3471927344799042
1710870617.3633382,1385,0.3871164321899414
1710870619.4534805,1391,0.3278438448905945
1710870619.7548766,1392,0.33413252234458923
1710870643.2111137,1414,0.31975647807121277
1710870655.0377638,1426,0.2981248199939728
1710870658.7991073,1436,0.3256412148475647
1710870685.1496255,1466,0.3290864825248718
1710870696.8706415,1477,0.27760863304138184
1710870707.4532137,1485,0.29023104906082153
1710870709.531726,1491,0.2953113317489624
1710870736.4727592,1523,0.27333614230155945
1710870737.8594382,1527,0.30618521571159363
1710870762.488643,1552,0.31069886684417725
1710870775.893837,1568,0.3141026794910431
1710870776.242786,1569,0.2962205410003662
1710870789.5034928,1584,0.3026736378669739
1710870790.7884693,1588,0.30609363317489624
1710870804.866012,1604,0.318401575088501
1710870813.1882055,1605,0.27784299850463867
1710870840.1048384,1637,0.30190229415893555
1710870841.1880355,1640,0.31100982427597046
1710870843.0533125,1645,0.36079952120780945
1710870844.044809,1648,0.3533647060394287
1710870866.6196368,1668,0.27759063243865967
1710870879.4551249,1682,0.2937425971031189
1710870882.7056692,1691,0.27500149607658386
1710870891.8703914,1695,0.3085680603981018
1710870892.6192064,1697,0.28020575642585754
1710870893.4017477,1699,0.27014216780662537
1710870894.5276828,1702,0.2800033390522003
1710870896.997631,1709,0.3595629632472992
1710870908.2796972,1718,0.3061214089393616
1710870921.2355537,1732,0.27899837493896484
1710870921.9333947,1734,0.31175801157951355
1710870922.8952308,1737,0.2729780077934265
1710870932.5625722,1742,0.2959793210029602
1710870933.6106217,1745,0.30780094861984253
1710870933.963534,1746,0.29002559185028076
1710870948.9894328,1766,0.32206636667251587
1710870959.9929125,1775,0.2798054814338684
1710870962.0531325,1781,0.2889729142189026
1710870972.7330086,1789,0.2680308520793915
1710870975.8242397,1798,0.2910912036895752
1710870986.1290534,1805,0.2745756506919861
1710871000.96092,1826,0.33261826634407043
1710871010.5359654,1830,0.33359622955322266
1710871014.0949616,1840,0.3179621398448944
1710871015.3123248,1844,0.304427832365036
1710871026.4598837,1853,0.31786274909973145
1710871038.8973627,1866,0.2803341746330261
1710871039.9457705,1869,0.2696046233177185
1710871049.7526805,1875,0.2550446689128876
1710871050.4403327,1877,0.3318450450897217
1710871080.1812599,1917,0.2761839032173157
1710871093.973995,1934,0.26092827320098877
1710871105.4741693,1944,0.3205932378768921
1710871106.4339588,1947,0.2855297029018402
1710871129.6524913,1967,0.30420535802841187
1710871142.8600752,1981,0.2999275028705597
1710871143.539821,1983,0.2884402871131897
1710871157.792452,2001,0.25549036264419556
1710871159.1596851,2005,0.27371394634246826
1710871169.6543648,2013,0.2794857621192932
1710871183.5003476,2030,0.313244104385376
1710871185.7605028,2036,0.2699741721153259
1710871211.8580456,2060,0.2799431085586548
1710871224.6592267,2073,0.26973778009414673
1710871225.711237,2076,0.26097479462623596
1710871226.0670896,2077,0.27858853340148926
