Wall time,Step,Value
1710879275.6778069,5,0.3914409279823303
1710879293.1065557,18,0.48753052949905396
1710879295.4247835,24,0.4340072572231293
1710879316.6498501,40,0.42664116621017456
1710879317.362442,42,0.3871293067932129
1710879324.788949,45,0.4179994463920593
1710879328.4074419,53,0.4128630757331848
1710879335.8545856,56,0.547831118106842
1710879347.7960753,71,0.4471176266670227
1710879355.2833796,74,0.5032639503479004
1710879375.3552494,94,0.5447880029678345
1710879384.673046,102,0.5224422216415405
1710879386.185133,106,0.5254326462745667
1710879413.2162051,126,0.5975579023361206
1710879424.8876243,139,0.4791766107082367
1710879435.486906,150,0.5257052183151245
1710879443.758836,155,0.505759596824646
1710879444.9126112,158,0.49737659096717834
1710879454.769228,167,0.5203965902328491
1710879465.226587,178,0.5229241251945496
1710879473.561833,183,0.5452847480773926
1710879474.331614,185,0.5945044755935669
1710879474.6702726,186,0.5896207094192505
1710879482.7628279,190,0.5173653364181519
1710879492.0637896,198,0.5298196077346802
1710879501.942408,207,0.6018791198730469
1710879504.1523287,212,0.6152122616767883
1710879514.4334407,223,0.6288909316062927
1710879523.1841013,229,0.6062585115432739
1710879531.2270467,234,0.595285177230835
1710879543.580791,249,0.6569184064865112
1710879552.2160215,255,0.6093370318412781
1710879553.9586644,260,0.6796932220458984
1710879562.8922482,267,0.6198945045471191
1710879570.6157668,271,0.6442674994468689
1710879571.4385543,273,0.5983797311782837
1710879590.9846456,292,0.6214744448661804
1710879599.0221987,297,0.6707576513290405
1710879601.4777834,303,0.634678065776825
1710879609.476167,308,0.5494800806045532
1710879610.361157,310,0.602622389793396
1710879619.8091345,318,0.6211044192314148
1710879630.721006,330,0.5987561345100403
1710879640.5757926,339,0.5935142040252686
1710879649.9629164,347,0.5925570130348206
1710879668.4742503,363,0.6150653958320618
1710879669.921303,367,0.6401876211166382
1710879679.7168252,377,0.563369870185852
1710879727.5958846,421,0.6808592677116394
1710879727.923912,422,0.6448885798454285
1710879746.81341,439,0.6486692428588867
1710879753.5491471,441,0.6660904884338379
1710879754.0493348,442,0.7143980860710144
1710879755.3200154,445,0.7574982643127441
1710879773.4223237,460,0.7074819207191467
1710879774.6608703,463,0.6662974953651428
1710879775.0186863,464,0.624954104423523
1710879785.1639566,474,0.6905542612075806
1710879804.16768,491,0.6896697282791138
1710879804.8122807,493,0.6756834387779236
1710879831.9262717,514,0.7086860537528992
1710879833.1503441,517,0.7675603628158569
1710879842.1803737,525,0.6654298305511475
1710879850.438642,531,0.7614544630050659
1710879851.355308,533,0.7037380933761597
1710879852.4772573,536,0.7128369212150574
1710879860.813753,542,0.6619085073471069
1710879862.5699124,547,0.7202314734458923
1710879872.5259984,557,0.7212342023849487
1710879881.225952,563,0.701727032661438
1710879889.7238333,569,0.6572099924087524
1710879891.3115208,573,0.7543635368347168
1710879900.0277011,579,0.7466056942939758
1710879900.7514296,581,0.7556034326553345
1710879908.996395,586,0.7099180221557617
1710879909.4024866,587,0.7292855978012085
1710879911.6533356,593,0.7613199949264526
1710879921.4327314,602,0.6838611364364624
1710879940.511478,620,0.7038499712944031
1710879947.405925,622,0.7452913522720337
1710879958.2472806,634,0.8212388157844543
1710879967.2711334,641,0.7933677434921265
1710879967.6767764,642,0.7394706606864929
1710879968.405123,644,0.7471327781677246
1710879969.368749,647,0.7204633951187134
1710879976.3223548,649,0.7358348965644836
1710879986.9617221,661,0.7464709281921387
1710879987.9443076,664,0.7513782382011414
1710879995.7539876,668,0.777396559715271
1710879996.8794904,671,0.660998523235321
1710879997.834945,674,0.6661173701286316
1710880005.924831,678,0.7201833128929138
1710880007.7647247,683,0.7411001920700073
1710880015.9515293,688,0.7137757539749146
1710880044.4862168,714,0.7900483012199402
1710880045.9549806,718,0.7180654406547546
1710880053.7991524,722,0.7697979211807251
1710880054.1891499,723,0.7495226860046387
1710880063.1055603,730,0.7868531346321106
1710880072.5888376,739,0.7468019723892212
1710880074.2149842,743,0.7380748391151428
1710880081.6288137,747,0.7699801325798035
1710880083.6652503,752,0.7770575284957886
1710880091.3343163,756,0.6933065056800842
1710880100.8021598,765,0.7343271374702454
1710880102.4330904,769,0.7429589629173279
1710880102.7522929,770,0.7493848204612732
1710880103.0721238,771,0.7411174178123474
1710880103.7139595,773,0.7572536468505859
1710880110.3389964,774,0.824654221534729
1710880112.594696,780,0.7377436757087708
1710880120.6518214,785,0.7308925986289978
1710880121.43689,787,0.7258952260017395
1710880129.3209572,792,0.7318782806396484
1710880130.1487532,794,0.7335636019706726
1710880131.663263,798,0.7513644695281982
1710880139.4945428,802,0.7603122591972351
1710880141.3503613,807,0.7951995134353638
1710880141.6710045,808,0.7622393369674683
1710880141.9814932,809,0.8175813555717468
1710880169.473667,832,0.7327909469604492
1710880170.7468271,836,0.7388405799865723
1710880211.1379783,869,0.7748597860336304
1710880219.2147229,874,0.7638872861862183
1710880220.0487378,876,0.7871897220611572
1710880228.505733,882,0.7678564786911011
1710880231.5600293,890,0.7850853800773621
1710880240.5000196,896,0.7763040065765381
1710880248.0138266,900,0.7724055051803589
1710880250.791442,907,0.8069751858711243
1710880257.9194067,909,0.7691307067871094
1710880260.2942474,915,0.7612642049789429
1710880260.9709404,917,0.7543026208877563
1710880278.6516821,931,0.8110429048538208
1710880278.9788125,932,0.794061541557312
1710880289.185339,942,0.7507857084274292
1710880296.3428485,945,0.8201837539672852
1710880305.8807929,954,0.7978091239929199
1710880307.5556104,958,0.7684629559516907
1710880308.8544009,962,0.8157944679260254
1710880318.3892117,971,0.7744059562683105
1710880324.8502047,972,0.7985636591911316
1710880327.2527127,978,0.7975443601608276
1710880327.575231,979,0.737150251865387
1710880335.7771091,984,0.7628403902053833
1710880346.436219,996,0.8236439824104309
1710880354.7906702,1002,0.8013359308242798
1710880355.8893929,1005,0.7685726284980774
1710880365.4847424,1014,0.7618588805198669
1710880372.6250627,1017,0.759721040725708
1710880375.599398,1025,0.7598264217376709
1710880392.9183164,1037,0.8019043207168579
1710880401.7205873,1044,0.8347126245498657
1710880412.5807288,1057,0.761014461517334
1710880420.9195838,1063,0.833993136882782
1710880422.10901,1066,0.7699793577194214
1710880422.7474694,1068,0.7864875197410583
1710880430.3082795,1072,0.7840260863304138
1710880431.9296687,1076,0.7537516355514526
1710880432.5978312,1078,0.77070152759552
1710880440.8968472,1083,0.8052396774291992
1710880441.321658,1084,0.7758628129959106
1710880450.7025917,1093,0.7849261164665222
1710880459.149559,1099,0.8069452047348022
1710880460.6316931,1103,0.8280547857284546
1710880460.9630866,1104,0.7485702633857727
1710880471.0286756,1114,0.7490242719650269
1710880478.9766142,1119,0.7998024821281433
1710880490.3701766,1133,0.8088669776916504
1710880517.155932,1155,0.7624037861824036
1710880517.5651464,1156,0.7808943390846252
1710880518.852423,1160,0.7547740340232849
1710880525.4213033,1161,0.7754396200180054
1710880525.8566658,1162,0.7796216011047363
1710880544.9147134,1180,0.7731364369392395
1710880555.684805,1192,0.8125527501106262
1710880556.0031047,1193,0.8034350275993347
1710880564.533848,1199,0.743986964225769
1710880573.1434486,1206,0.7668147087097168
1710880595.5437732,1232,0.8203588724136353
1710880602.483389,1234,0.752404510974884
1710880612.480975,1244,0.8578092455863953
1710880622.7802362,1255,0.7995930910110474
1710880623.720397,1258,0.8253378868103027
1710880630.9043162,1261,0.772985577583313
1710880650.5168583,1281,0.8383203744888306
1710880658.7165704,1287,0.7712966203689575
1710880661.4616117,1294,0.8062716722488403
1710880669.7998374,1300,0.8051559329032898
1710880679.9853885,1310,0.7942153811454773
1710880688.235504,1316,0.8026822805404663
1710880689.3273857,1319,0.8196056485176086
1710880698.6817708,1327,0.8347765207290649
1710880699.6349056,1330,0.8162813186645508
1710880707.0445874,1333,0.8101329803466797
1710880708.2346642,1336,0.768417239189148
1710880708.5585885,1337,0.7676284909248352
1710880727.3918855,1355,0.8032292127609253
1710880756.8878815,1385,0.7823710441589355
1710880764.20041,1388,0.8555012941360474
1710880764.621134,1389,0.8115081787109375
1710880765.3747935,1391,0.8052360415458679
1710880765.6889453,1392,0.8140318989753723
1710880792.1252584,1414,0.7980207204818726
1710880793.919439,1419,0.8722565770149231
1710880802.524194,1426,0.7880179286003113
1710880803.1668155,1428,0.8230005502700806
1710880810.839603,1432,0.7650095224380493
